0.572958      -0.707185
1.14592      -0.707421
1.71887      -0.707814
2.29183      -0.708363
2.86479      -0.709069
3.43775      -0.709932
4.0107      -0.71095
4.58366      -0.712122
5.15662      -0.713447
5.72958      -0.714922
6.30254      -0.716544
6.87549      -0.718308
7.44845      -0.720208
8.02141      -0.722236
8.59437      -0.724384
9.16732      -0.72664
9.74028      -0.72899
10.3132      -0.731417
10.8862      -0.733903
11.4592      -0.736426
12.0321      -0.73896
12.6051      -0.741476
13.178      -0.743943
13.751      -0.746327
14.3239      -0.748587
14.8969      -0.750684
15.4699      -0.752574
16.0428      -0.754209
16.6158      -0.755543
17.1887      -0.756527
17.7617      -0.757113
18.3346      -0.757252
18.9076      -0.7569
19.4806      -0.756015
20.0535      -0.754561
20.6265      -0.752509
21.1994      -0.749838
21.7724      -0.746537
22.3454      -0.742608
22.9183      -0.738065
23.4913      -0.732941
24.0642      -0.72728
24.6372      -0.721148
25.2101      -0.714627
25.7831      -0.707818
26.3561      -0.700839
26.929      -0.693824
27.502      -0.686925
28.0749      -0.680302
28.6479      -0.674125
29.2208      -0.66857
29.7938      -0.663809
30.3668      -0.66001
30.9397      -0.657328
31.5127      -0.655896
32.0856      -0.655824
32.6586      -0.657185
33.2316      -0.660016
33.8045      -0.664305
34.3775      -0.669992
34.9504      -0.676965
35.5234      -0.685055
36.0963      -0.694041
36.6693      -0.703652
37.2423      -0.713572
37.8152      -0.72345
38.3882      -0.732913
38.9611      -0.741575
39.5341      -0.749056
40.107      -0.754999
40.68      -0.759091
41.253      -0.761076
41.8259      -0.760776
42.3989      -0.758105
42.9718      -0.753083
43.5448      -0.745842
44.1178      -0.736631
44.6907      -0.725811
45.2637      -0.713849
45.8366      -0.701296
46.4096      -0.688771
46.9825      -0.676927
47.5555      -0.666422
48.1285      -0.65788
48.7014      -0.65185
49.2744      -0.648774
49.8473      -0.648947
50.4203      -0.652492
50.9932      -0.659338
51.5662      -0.669211
52.1392      -0.681633
52.7121      -0.695943
53.2851      -0.71132
53.858      -0.726828
54.431      -0.741473
55.0039      -0.754258
55.5769      -0.764254
56.1499      -0.770672
56.7228      -0.772921
57.2958      -0.770667
57.8687      -0.763875
58.4417      -0.752828
59.0147      -0.738136
59.5876      -0.720705
60.1606      -0.701696
60.7335      -0.682453
61.3065      -0.664414
61.8794      -0.64901
62.4524      -0.637549
63.0254      -0.631111
63.5983      -0.630443
64.1713      -0.635883
64.7442      -0.647297
65.3172      -0.664066
65.8901      -0.685095
66.4631      -0.708874
67.0361      -0.733574
67.609      -0.757173
68.182      -0.777615
68.7549      -0.792976
69.3279      -0.80164
69.9009      -0.802458
70.4738      -0.794879
71.0468      -0.779041
71.6197      -0.755812
72.1927      -0.72677
72.7656      -0.694119
73.3386      -0.660548
73.9116      -0.629032
74.4845      -0.602596
75.0575      -0.584057
75.6304      -0.575756
76.2034      -0.579315
76.7763      -0.595435
77.3493      -0.623752
77.9223      -0.662777
78.4952      -0.709911
79.0682      -0.761575
79.6411      -0.813406
80.2141      -0.860547
80.787      -0.897994
81.36      -0.920969
81.933      -0.925313
82.5059      -0.907847
83.0789      -0.866678
83.6518      -0.801427
84.2248      -0.713351
84.7978      -0.605349
85.3707      -0.481843
85.9437      -0.348543
86.5166      -0.212107
87.0896      -0.0797183
87.6625      0.0413863
88.2355      0.144403
88.8085      0.22343
89.3814      0.273877
89.9544      0.292789
90.5273      0.279052
91.1003      0.233475
91.6732      0.158732
92.2462      0.05917
92.8192      -0.0594913
93.3921      -0.190562
93.9651      -0.326842
94.538      -0.461105
95.111      -0.586582
95.684      -0.697387
96.2569      -0.788872
96.8299      -0.857886
97.4028      -0.902906
97.9758      -0.924058
98.5487      -0.923004
99.1217      -0.902739
99.6947      -0.867289
100.268      -0.821357
100.841      -0.76994
101.414      -0.717941
101.986      -0.669822
102.559      -0.629305
103.132      -0.599153
103.705      -0.581037
104.278      -0.575498
104.851      -0.581998
105.424      -0.599048
105.997      -0.624405
106.57      -0.655312
107.143      -0.688759
107.716      -0.721746
108.289      -0.751525
108.862      -0.775803
109.435      -0.792896
110.008      -0.801818
110.581      -0.802318
111.154      -0.79484
111.727      -0.780448
112.3      -0.760693
112.873      -0.73746
113.446      -0.712797
114.019      -0.688742
114.592      -0.667164
115.165      -0.649632
115.737      -0.637311
116.31      -0.630898
116.883      -0.630604
117.456      -0.636163
118.029      -0.646889
118.602      -0.661749
119.175      -0.679461
119.748      -0.69861
120.321      -0.71775
120.894      -0.735516
121.467      -0.750712
122.04      -0.762388
122.613      -0.769886
123.186      -0.772868
123.759      -0.771322
124.332      -0.765534
124.905      -0.756059
125.478      -0.743659
126.051      -0.729245
126.624      -0.713806
127.197      -0.698343
127.77      -0.683806
128.343      -0.671034
128.916      -0.660718
129.488      -0.653366
130.061      -0.649285
130.634      -0.648578
131.207      -0.651153
131.78      -0.656738
132.353      -0.664915
132.926      -0.675148
133.499      -0.686821
134.072      -0.699282
134.645      -0.711874
135.218      -0.723969
135.791      -0.735004
136.364      -0.744499
136.937      -0.752073
137.51      -0.75746
138.083      -0.76051
138.656      -0.761185
139.229      -0.759554
139.802      -0.755783
140.375      -0.750114
140.948      -0.742855
141.521      -0.734356
142.094      -0.724995
142.666      -0.715157
143.239      -0.705219
143.812      -0.695537
144.385      -0.686433
144.958      -0.678184
145.531      -0.671021
146.104      -0.665119
146.677      -0.660602
147.25      -0.657537
147.823      -0.655943
148.396      -0.655791
148.969      -0.657013
149.542      -0.659504
150.115      -0.663135
150.688      -0.667754
151.261      -0.673194
151.834      -0.679284
152.407      -0.685847
152.98      -0.692714
153.553      -0.69972
154.126      -0.706714
154.699      -0.713559
155.272      -0.720133
155.845      -0.726333
156.417      -0.732074
156.99      -0.737287
157.563      -0.741925
158.136      -0.745953
158.709      -0.749354
159.282      -0.752125
159.855      -0.754275
160.428      -0.755822
161.001      -0.756795
161.574      -0.75723
162.147      -0.757166
162.72      -0.756648
163.293      -0.755725
163.866      -0.754443
164.439      -0.752852
165.012      -0.751
165.585      -0.748933
166.158      -0.746696
166.731      -0.74433
167.304      -0.741873
167.877      -0.739362
168.45      -0.736829
169.023      -0.734303
169.596      -0.73181
170.168      -0.729372
170.741      -0.727008
171.314      -0.724737
171.887      -0.722571
172.46      -0.720522
173.033      -0.718601
173.606      -0.716816
174.179      -0.715171
174.752      -0.713672
175.325      -0.712323
175.898      -0.711126
176.471      -0.710084
177.044      -0.709196
177.617      -0.708465
178.19      -0.707891
178.763      -0.707473
179.336      -0.707212
179.909      -0.707109
180.482      -0.707162
181.055      -0.707373
181.628      -0.707741
182.201      -0.708265
182.774      -0.708946
183.346      -0.709784
183.919      -0.710777
184.492      -0.711925
185.065      -0.713226
185.638      -0.714677
186.211      -0.716276
186.784      -0.718018
187.357      -0.719896
187.93      -0.721905
188.503      -0.724035
189.076      -0.726274
189.649      -0.72861
190.222      -0.731026
190.795      -0.733504
191.368      -0.736023
191.941      -0.738556
192.514      -0.741078
193.087      -0.743555
193.66      -0.745954
194.233      -0.748237
194.806      -0.750363
195.379      -0.752289
195.952      -0.753968
196.525      -0.755353
197.097      -0.756396
197.67      -0.757048
198.243      -0.757261
198.816      -0.75699
199.389      -0.756193
199.962      -0.754832
200.535      -0.752877
201.108      -0.750305
201.681      -0.747105
202.254      -0.743275
202.827      -0.738829
203.4      -0.733794
203.973      -0.728215
204.546      -0.722153
205.119      -0.715688
205.692      -0.708917
206.265      -0.701956
206.838      -0.694938
207.411      -0.68801
207.984      -0.681331
208.557      -0.675072
209.13      -0.669406
209.703      -0.664507
210.276      -0.660544
210.848      -0.657674
211.421      -0.656035
211.994      -0.655741
212.567      -0.65687
213.14      -0.659466
213.713      -0.663526
214.286      -0.668997
214.859      -0.675775
215.432      -0.6837
216.005      -0.69256
216.578      -0.702092
217.151      -0.711985
217.724      -0.721895
218.297      -0.73145
218.87      -0.740265
219.443      -0.747958
220.016      -0.754169
220.589      -0.758575
221.162      -0.760909
221.735      -0.760981
222.308      -0.758689
222.881      -0.754036
223.454      -0.747135
224.026      -0.738216
224.599      -0.727624
225.172      -0.715809
225.745      -0.70331
226.318      -0.690737
226.891      -0.67874
227.464      -0.66798
228.037      -0.659085
228.61      -0.652623
229.183      -0.649052
229.756      -0.648694
230.329      -0.651702
230.902      -0.658036
231.475      -0.667453
232.048      -0.679509
232.621      -0.69357
233.194      -0.708836
233.767      -0.72439
234.34      -0.73924
234.913      -0.752385
235.486      -0.762884
236.059      -0.769917
236.632      -0.772859
237.205      -0.771333
237.777      -0.765253
238.35      -0.754851
238.923      -0.740686
239.496      -0.723619
240.069      -0.704775
240.642      -0.685474
241.215      -0.667147
241.788      -0.651231
242.361      -0.639062
242.934      -0.631764
243.507      -0.630144
244.08      -0.634607
244.653      -0.645099
245.226      -0.661076
245.799      -0.681518
246.372      -0.704975
246.945      -0.72966
247.518      -0.753574
248.091      -0.774652
248.664      -0.79094
249.237      -0.800762
249.81      -0.802884
250.383      -0.796651
250.956      -0.782089
251.528      -0.759949
252.101      -0.7317
252.674      -0.699455
253.247      -0.665836
253.82      -0.633788
254.393      -0.606346
254.966      -0.586378
255.539      -0.576316
256.112      -0.577913
256.685      -0.592028
257.258      -0.618474
257.831      -0.655939
258.404      -0.701998
258.977      -0.753215
259.55      -0.805335
260.123      -0.85356
260.696      -0.89288
261.269      -0.918459
261.842      -0.926013
262.415      -0.912184
262.988      -0.874857
263.561      -0.8134
264.134      -0.728806
264.707      -0.623719
265.279      -0.50233
265.852      -0.370164
266.425      -0.233755
266.998      -0.100232
267.571      0.0231419
268.144      0.129463
268.717      0.212657
269.29      0.267899
269.863      0.291957
270.436      0.283415
271.009      0.242777
271.582      0.172428
272.155      0.0764672
272.728      -0.0395803
273.301      -0.169149
273.874      -0.305088
274.447      -0.440143
275.02      -0.567441
275.593      -0.680929
276.166      -0.775743
276.739      -0.848481
277.312      -0.897356
277.885      -0.922236
278.457      -0.924549
279.03      -0.907097
279.603      -0.873763
280.176      -0.82917
280.749      -0.778291
281.322      -0.726071
281.895      -0.677063
282.468      -0.635123
283.041      -0.603179
283.614      -0.583081
284.187      -0.575549
284.76      -0.580208
285.333      -0.595711
285.906      -0.619919
286.479      -0.65014
287.052      -0.683387
287.625      -0.716641
288.198      -0.747098
288.771      -0.772382
289.344      -0.790704
289.917      -0.800963
290.49      -0.802792
291.063      -0.796528
291.636      -0.783144
292.208      -0.764123
292.781      -0.74131
293.354      -0.716736
293.927      -0.692453
294.5      -0.670366
295.073      -0.652101
295.646      -0.63889
296.219      -0.63151
296.792      -0.630247
297.365      -0.63491
297.938      -0.644874
298.511      -0.659156
299.084      -0.676507
299.657      -0.695524
300.23      -0.71476
300.803      -0.73283
301.376      -0.748506
301.949      -0.760795
302.522      -0.768989
303.095      -0.7727
303.668      -0.771863
304.241      -0.76672
304.814      -0.757786
305.387      -0.745794
305.959      -0.731635
306.532      -0.716292
307.105      -0.700768
307.678      -0.686023
308.251      -0.672919
308.824      -0.662173
309.397      -0.654323
309.97      -0.649709
310.543      -0.648467
311.116      -0.650532
311.689      -0.655663
312.262      -0.66346
312.835      -0.673405
313.408      -0.684892
313.981      -0.697272
314.554      -0.709886
315.127      -0.7221
315.7      -0.733339
316.273      -0.743107
316.846      -0.751007
317.419      -0.756756
317.992      -0.760183
318.565      -0.761235
319.137      -0.759962
319.71      -0.756517
320.283      -0.751132
320.856      -0.744103
321.429      -0.735777
322.002      -0.726528
322.575      -0.71674
323.148      -0.706794
323.721      -0.697049
324.294      -0.687832
324.867      -0.67943
325.44      -0.672081
326.013      -0.665969
326.586      -0.661225
327.159      -0.657927
327.732      -0.656099
328.305      -0.655721
328.878      -0.65673
329.451      -0.659028
