0      0
0.1      0.0499375
0.2      0.0995008
0.3      0.148319
0.4      0.196027
0.5      0.242268
0.6      0.286701
0.7      0.328996
0.8      0.368842
0.9      0.40595
1      0.440051
1.1      0.470902
1.2      0.498289
1.3      0.522023
1.4      0.541948
1.5      0.557937
1.6      0.569896
1.7      0.577765
1.8      0.581517
1.9      0.581157
2      0.576725
2.1      0.568292
2.2      0.555963
2.3      0.539873
2.4      0.520185
2.5      0.497094
2.6      0.470818
2.7      0.441601
2.8      0.409709
2.9      0.375427
3      0.339059
3.1      0.300921
3.2      0.261343
3.3      0.220663
3.4      0.179226
3.5      0.137378
3.6      0.0954655
3.7      0.053834
3.8      0.012821
3.9      -0.027244
4      -0.0660433
4.1      -0.103273
4.2      -0.138647
4.3      -0.171897
4.4      -0.202776
4.5      -0.23106
4.6      -0.256553
4.7      -0.279081
4.8      -0.2985
4.9      -0.314695
5      -0.327579
5.1      -0.337097
5.2      -0.343223
5.3      -0.345961
5.4      -0.345345
5.5      -0.341438
5.6      -0.334333
5.7      -0.324148
5.8      -0.311028
5.9      -0.295142
6      -0.276684
6.1      -0.255865
6.2      -0.232917
6.3      -0.208087
6.4      -0.181638
6.5      -0.153841
6.6      -0.12498
6.7      -0.0953421
6.8      -0.0652187
6.9      -0.0349021
7      -0.00468282
7.1      0.0251533
7.2      0.0543274
7.3      0.0825704
7.4      0.109625
7.5      0.135248
7.6      0.159214
7.7      0.181313
7.8      0.201357
7.9      0.219179
8      0.234636
8.1      0.247608
8.2      0.257999
8.3      0.265739
8.4      0.270786
8.5      0.273122
8.6      0.272755
8.7      0.269719
8.8      0.264074
8.9      0.255902
9      0.245312
9.1      0.232431
9.2      0.217409
9.3      0.200414
9.4      0.181632
9.5      0.161264
9.6      0.139525
9.7      0.116639
9.8      0.0928401
9.9      0.0683698
10      0.0434727
